TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
1137.63,Debit,ATM,26.0,Student,144.0,1.0,1629.12,0
98.71,Debit,ATM,32.0,Doctor,117.0,1.0,10095.23,0
87.38,Debit,Branch,21.0,Student,252.0,1.0,1504.99,1
83.39,Debit,Branch,32.0,Doctor,158.0,1.0,13182.11,1
267.55,Debit,Online,46.0,Engineer,40.0,1.0,4330.04,3
870.05,Debit,ATM,29.0,Doctor,39.0,1.0,905.25,0
164.51,Debit,Branch,78.0,Retired,110.0,1.0,3553.69,1
758.12,Debit,ATM,69.0,Retired,90.0,1.0,6164.65,0
103.76,Debit,Online,28.0,Engineer,188.0,1.0,9626.14,3
583.92,Debit,Online,55.0,Engineer,139.0,1.0,6364.14,3
204.06,Debit,Online,77.0,Retired,159.0,1.0,4351.83,3
53.51,Debit,Online,56.0,Retired,165.0,1.0,5773.5,3
1108.46,Debit,Branch,30.0,Engineer,262.0,1.0,9257.04,1
120.17,Debit,ATM,49.0,Doctor,105.0,1.0,5403.79,0
220.8,Debit,Online,31.0,Engineer,28.0,1.0,8135.31,3
119.01,Debit,ATM,45.0,Doctor,87.0,1.0,9798.26,0
183.32,Debit,ATM,21.0,Student,74.0,1.0,137.42,0
858.88,Debit,Online,60.0,Engineer,227.0,1.0,7015.46,3
11.46,Credit,Online,41.0,Engineer,128.0,1.0,2356.71,3
61.37,Debit,Branch,75.0,Retired,164.0,1.0,4294.44,1
103.08,Credit,Branch,49.0,Engineer,150.0,1.0,9251.38,1
1.21,Debit,Branch,55.0,Retired,196.0,1.0,7542.74,1
425.18,Credit,Online,26.0,Engineer,172.0,1.0,9880.71,3
60.96,Debit,ATM,52.0,Retired,238.0,1.0,6189.24,0
64.21,Debit,ATM,51.0,Doctor,37.0,1.0,12540.18,0
523.02,Debit,Online,53.0,Retired,83.0,1.0,4586.11,3
50.26,Debit,Branch,65.0,Retired,164.0,1.0,1519.38,1
110.08,Debit,Branch,19.0,Student,95.0,1.0,1447.26,1
54.47,Credit,Branch,23.0,Student,34.0,1.0,1131.42,1
79.76,Debit,Online,68.0,Doctor,115.0,1.0,10278.75,3
16.79,Credit,Online,30.0,Doctor,146.0,1.0,535.15,3
1531.31,Debit,Online,18.0,Student,62.0,4.0,859.86,2
68.62,Debit,Branch,29.0,Doctor,157.0,1.0,13891.47,1
643.38,Credit,Online,18.0,Student,105.0,1.0,1046.74,3
328.34,Credit,Online,42.0,Engineer,31.0,1.0,2840.45,3
72.68,Debit,Online,69.0,Retired,44.0,1.0,6216.77,3
354.76,Debit,Branch,51.0,Doctor,279.0,1.0,10141.92,1
793.88,Credit,ATM,22.0,Student,252.0,1.0,1404.06,0
29.22,Debit,ATM,27.0,Engineer,69.0,1.0,7795.79,0
366.43,Credit,Online,21.0,Student,92.0,1.0,1560.45,3
120.86,Debit,Online,33.0,Doctor,162.0,4.0,13566.58,2
233.74,Debit,Online,72.0,Retired,142.0,1.0,4749.54,3
471.84,Debit,ATM,18.0,Student,138.0,1.0,1044.33,0
213.4,Credit,Branch,73.0,Retired,100.0,1.0,2012.24,1
254.21,Debit,ATM,48.0,Engineer,46.0,1.0,2487.2,0
577.73,Debit,ATM,37.0,Doctor,63.0,1.0,14977.99,0
170.26,Debit,ATM,27.0,Student,265.0,1.0,1969.48,0
337.73,Debit,Online,78.0,Retired,107.0,4.0,7001.2,2
330.61,Credit,Branch,64.0,Retired,113.0,1.0,2525.25,1
132.33,Credit,ATM,35.0,Engineer,47.0,1.0,7457.94,0
74.04,Debit,Online,18.0,Student,66.0,1.0,1690.23,3
197.18,Debit,Online,28.0,Engineer,135.0,1.0,3114.92,3
21.15,Debit,Branch,70.0,Retired,180.0,1.0,3466.74,1
590.01,Debit,Online,29.0,Doctor,140.0,3.0,9791.74,2
697.82,Debit,Online,44.0,Engineer,153.0,1.0,6824.0,3
302.76,Debit,ATM,38.0,Engineer,88.0,3.0,8583.39,2
148.0,Debit,Branch,20.0,Student,35.0,1.0,1488.65,1
22.26,Debit,Branch,19.0,Student,56.0,1.0,5583.88,1
0.86,Debit,ATM,25.0,Student,139.0,1.0,1357.22,0
757.1,Debit,Branch,65.0,Doctor,203.0,1.0,10553.23,1
38.81,Credit,Online,25.0,Student,145.0,1.0,1619.6,3
76.51,Credit,Online,49.0,Engineer,120.0,4.0,9475.4,2
32.46,Debit,Online,31.0,Doctor,10.0,1.0,8656.18,3
1022.75,Credit,Branch,62.0,Doctor,158.0,1.0,207.74,1
20.64,Debit,Branch,22.0,Student,59.0,1.0,949.38,1
662.11,Debit,Branch,23.0,Student,219.0,1.0,1996.38,1
35.05,Debit,Branch,30.0,Doctor,105.0,1.0,14330.47,1
214.73,Credit,ATM,46.0,Doctor,26.0,1.0,5368.42,0
25.38,Debit,Branch,57.0,Engineer,66.0,1.0,8616.05,1
617.66,Debit,ATM,41.0,Engineer,40.0,1.0,5906.58,0
446.39,Debit,ATM,63.0,Retired,77.0,1.0,7863.6,0
377.92,Debit,Branch,33.0,Engineer,204.0,1.0,2254.71,1
11.04,Debit,Online,30.0,Engineer,43.0,1.0,6983.04,3
275.46,Debit,ATM,36.0,Doctor,67.0,1.0,9697.75,0
179.76,Debit,Online,78.0,Retired,81.0,1.0,5909.52,3
32.34,Debit,Branch,44.0,Doctor,45.0,1.0,7847.62,1
273.92,Debit,Branch,79.0,Retired,109.0,1.0,4543.56,1
375.45,Debit,Branch,19.0,Student,32.0,1.0,1307.23,1
388.98,Debit,ATM,23.0,Student,155.0,1.0,1819.91,0
492.84,Debit,ATM,25.0,Student,38.0,1.0,577.67,0
148.85,Debit,ATM,57.0,Doctor,25.0,1.0,7802.36,0
391.66,Debit,Branch,50.0,Engineer,103.0,1.0,2406.31,1
185.99,Credit,Branch,41.0,Engineer,53.0,1.0,402.45,1
322.48,Debit,ATM,27.0,Student,57.0,1.0,1238.43,0
20.27,Debit,Branch,18.0,Student,22.0,1.0,796.35,1
280.61,Debit,ATM,47.0,Engineer,129.0,3.0,7888.76,2
199.02,Debit,ATM,61.0,Retired,269.0,1.0,4658.89,0
104.23,Credit,Online,63.0,Retired,108.0,1.0,5009.29,3
353.59,Credit,Branch,52.0,Retired,109.0,5.0,1822.34,2
55.86,Debit,Online,39.0,Engineer,68.0,1.0,5346.46,3
95.55,Debit,Branch,33.0,Engineer,51.0,1.0,2434.74,1
477.07,Debit,Online,27.0,Engineer,278.0,1.0,6568.07,3
9.1,Credit,Online,52.0,Retired,63.0,1.0,2791.45,3
21.41,Debit,Online,57.0,Doctor,99.0,1.0,658.91,3
278.28,Debit,Branch,28.0,Student,26.0,1.0,1346.88,1
388.1,Credit,Online,73.0,Retired,40.0,1.0,3022.12,3
215.39,Debit,ATM,27.0,Student,216.0,1.0,1582.55,0
194.37,Debit,ATM,66.0,Doctor,161.0,1.0,14395.88,0
37.7,Debit,ATM,20.0,Student,109.0,1.0,1741.1,0
19.59,Debit,Branch,64.0,Retired,122.0,1.0,1061.69,1
81.35,Debit,Online,41.0,Engineer,103.0,1.0,7192.45,3
314.54,Credit,Branch,58.0,Engineer,228.0,1.0,9923.45,1
466.64,Debit,ATM,58.0,Doctor,11.0,1.0,10915.11,0
397.01,Debit,ATM,22.0,Student,100.0,1.0,719.52,0
472.48,Debit,Branch,55.0,Engineer,87.0,1.0,7128.82,1
67.15,Debit,Online,59.0,Doctor,14.0,1.0,9028.49,3
102.67,Debit,Branch,79.0,Retired,119.0,1.0,4656.94,1
460.09,Credit,Online,35.0,Doctor,146.0,3.0,6990.64,2
453.49,Debit,Branch,66.0,Doctor,147.0,1.0,6366.43,1
267.17,Debit,ATM,26.0,Student,170.0,1.0,1382.62,0
111.26,Debit,ATM,66.0,Doctor,43.0,1.0,14350.11,0
121.17,Debit,ATM,68.0,Doctor,158.0,1.0,12990.77,0
213.28,Debit,Branch,51.0,Retired,94.0,1.0,4835.91,1
187.88,Debit,ATM,60.0,Engineer,180.0,1.0,2154.58,0
471.88,Credit,Online,34.0,Doctor,141.0,1.0,14833.34,3
83.79,Debit,ATM,57.0,Engineer,47.0,1.0,5061.3,0
212.14,Debit,Branch,72.0,Retired,105.0,1.0,7225.06,1
99.16,Debit,Online,79.0,Retired,202.0,1.0,2607.58,3
839.33,Credit,Branch,60.0,Doctor,86.0,1.0,11538.97,1
29.91,Credit,Online,76.0,Retired,43.0,3.0,2834.84,2
4.24,Debit,Online,38.0,Engineer,38.0,1.0,7822.73,3
50.29,Credit,Online,58.0,Doctor,64.0,1.0,7604.9,3
135.85,Debit,Online,57.0,Retired,269.0,1.0,1480.39,3
368.53,Debit,Branch,68.0,Doctor,34.0,1.0,13696.31,1
17.95,Credit,Branch,64.0,Doctor,135.0,1.0,12344.9,1
127.8,Credit,Branch,31.0,Engineer,47.0,1.0,8630.99,1
16.73,Debit,Online,45.0,Engineer,48.0,1.0,2202.62,3
317.12,Debit,Branch,44.0,Doctor,80.0,1.0,14409.74,1
476.63,Debit,ATM,79.0,Retired,115.0,1.0,4894.25,0
156.58,Debit,Branch,24.0,Student,160.0,1.0,8981.61,1
55.12,Credit,Online,34.0,Engineer,261.0,1.0,3791.99,3
15.74,Debit,Branch,27.0,Student,38.0,1.0,690.16,1
297.15,Debit,Online,76.0,Retired,178.0,1.0,5449.37,3
647.85,Debit,Branch,36.0,Doctor,121.0,1.0,13779.97,1
75.04,Debit,ATM,49.0,Engineer,178.0,1.0,9648.6,0
273.92,Debit,Online,28.0,Student,35.0,1.0,1029.15,3
215.8,Credit,Branch,51.0,Retired,66.0,1.0,3656.62,1
963.77,Debit,ATM,41.0,Engineer,248.0,1.0,6710.51,0
420.6,Debit,Branch,26.0,Student,55.0,1.0,1778.75,1
688.36,Credit,Branch,23.0,Student,22.0,1.0,5191.13,1
285.18,Credit,Branch,55.0,Doctor,150.0,1.0,14847.97,1
213.55,Debit,ATM,63.0,Doctor,15.0,1.0,5238.37,0
463.11,Credit,Branch,51.0,Doctor,159.0,1.0,10238.82,1
309.56,Debit,Online,58.0,Doctor,147.0,1.0,972.04,3
377.08,Credit,Branch,26.0,Student,71.0,1.0,6430.86,1
77.25,Debit,Branch,68.0,Doctor,157.0,1.0,14077.97,1
146.92,Debit,ATM,64.0,Retired,272.0,1.0,3990.6,0
126.6,Debit,Branch,22.0,Student,146.0,1.0,961.65,1
101.34,Debit,ATM,24.0,Student,46.0,1.0,703.26,0
184.97,Debit,Branch,58.0,Doctor,268.0,1.0,1156.67,1
451.15,Debit,ATM,46.0,Engineer,175.0,1.0,1356.47,0
516.47,Credit,ATM,25.0,Student,94.0,1.0,1305.06,0
880.04,Debit,ATM,25.0,Student,29.0,1.0,261.97,0
66.69,Credit,Branch,25.0,Student,140.0,1.0,1210.33,1
95.75,Debit,Branch,31.0,Engineer,169.0,1.0,337.62,1
98.03,Debit,Branch,54.0,Engineer,165.0,1.0,6323.45,1
617.66,Debit,ATM,42.0,Engineer,128.0,1.0,7155.95,0
888.57,Debit,Online,62.0,Retired,102.0,1.0,7896.14,3
107.48,Debit,Branch,22.0,Student,129.0,1.0,591.23,1
36.57,Debit,ATM,62.0,Retired,69.0,1.0,2583.07,0
575.62,Debit,Online,43.0,Doctor,129.0,1.0,234.41,3
84.89,Debit,ATM,37.0,Engineer,70.0,1.0,4735.61,0
180.65,Debit,Branch,22.0,Student,38.0,5.0,816.01,2
7.76,Credit,Online,52.0,Retired,84.0,1.0,7393.11,3
109.3,Debit,Branch,56.0,Doctor,27.0,1.0,13510.11,1
230.08,Debit,Online,79.0,Retired,124.0,1.0,4466.1,3
361.92,Debit,ATM,54.0,Retired,111.0,1.0,7474.31,0
71.29,Debit,ATM,68.0,Retired,55.0,2.0,7225.63,0
122.45,Debit,Branch,46.0,Doctor,98.0,1.0,7255.49,1
642.53,Debit,ATM,65.0,Doctor,128.0,1.0,11417.91,0
62.86,Debit,Branch,25.0,Student,31.0,1.0,1040.43,1
175.21,Credit,ATM,69.0,Doctor,69.0,1.0,6039.04,0
168.0,Credit,Branch,32.0,Engineer,11.0,1.0,3498.58,1
11.46,Debit,Online,67.0,Retired,73.0,1.0,6628.75,3
382.07,Credit,Branch,62.0,Doctor,147.0,1.0,10156.09,1
13.48,Debit,Online,18.0,Student,20.0,3.0,521.88,2
65.32,Debit,ATM,28.0,Student,54.0,1.0,9165.02,0
83.07,Debit,Branch,27.0,Engineer,291.0,4.0,6704.76,2
730.1,Credit,Branch,77.0,Retired,93.0,1.0,6384.05,1
85.31,Debit,ATM,62.0,Retired,27.0,1.0,6095.65,0
726.61,Debit,ATM,18.0,Student,277.0,1.0,1008.76,0
130.4,Debit,Branch,45.0,Engineer,63.0,1.0,4381.24,1
68.1,Debit,ATM,20.0,Student,47.0,1.0,1382.8,0
65.26,Debit,Branch,26.0,Student,72.0,1.0,7380.63,1
191.62,Debit,Branch,63.0,Doctor,51.0,1.0,1981.67,1
212.88,Debit,Online,39.0,Doctor,122.0,1.0,7036.72,3
88.38,Debit,ATM,30.0,Engineer,138.0,1.0,3707.82,0
390.09,Debit,Online,26.0,Engineer,49.0,1.0,2617.23,3
48.29,Debit,Online,37.0,Engineer,242.0,1.0,8883.4,3
333.83,Debit,ATM,63.0,Retired,135.0,1.0,1660.66,0
1074.29,Debit,Branch,67.0,Retired,79.0,1.0,2011.6,1
100.27,Debit,Online,79.0,Retired,51.0,1.0,4309.9,3
44.54,Debit,ATM,31.0,Engineer,164.0,1.0,362.4,0
82.17,Debit,Branch,28.0,Student,21.0,1.0,1913.06,1
1045.45,Debit,Online,19.0,Student,150.0,1.0,563.46,3
447.42,Debit,Online,32.0,Engineer,65.0,1.0,6133.22,3
590.26,Credit,Branch,25.0,Student,48.0,1.0,1068.28,1
192.73,Debit,Branch,71.0,Retired,157.0,1.0,2037.75,1
146.01,Debit,Online,26.0,Student,269.0,1.0,221.79,3
136.05,Debit,Online,24.0,Student,63.0,3.0,1127.54,2
11.57,Credit,Branch,56.0,Retired,64.0,1.0,2061.61,1
7.82,Debit,ATM,36.0,Engineer,273.0,1.0,2240.49,0
79.43,Debit,ATM,74.0,Retired,72.0,1.0,6579.37,0
386.97,Debit,Branch,58.0,Retired,137.0,1.0,1876.35,1
51.22,Debit,Branch,23.0,Student,82.0,1.0,1664.59,1
256.05,Debit,ATM,54.0,Retired,35.0,1.0,6910.18,0
7.79,Debit,Branch,34.0,Doctor,298.0,1.0,1319.85,1
233.71,Debit,Branch,63.0,Doctor,11.0,1.0,6095.5,1
176.37,Debit,Branch,55.0,Retired,126.0,1.0,2420.86,1
122.63,Debit,Branch,21.0,Student,153.0,1.0,359.06,1
86.41,Debit,ATM,75.0,Retired,125.0,1.0,3128.71,0
21.57,Debit,ATM,54.0,Retired,71.0,1.0,7587.48,0
82.67,Debit,Branch,26.0,Student,46.0,1.0,290.59,1
299.42,Credit,Branch,63.0,Retired,53.0,1.0,4735.41,1
543.47,Debit,ATM,18.0,Student,122.0,1.0,6165.03,0
346.76,Credit,Branch,21.0,Student,116.0,1.0,1637.75,1
47.48,Debit,Branch,24.0,Student,66.0,1.0,585.52,1
64.92,Debit,Branch,58.0,Engineer,236.0,1.0,5481.76,1
350.72,Credit,ATM,28.0,Student,48.0,1.0,1982.9,0
3.8,Debit,Online,65.0,Doctor,174.0,1.0,5766.96,3
22.54,Debit,Online,26.0,Engineer,42.0,1.0,7139.11,3
767.14,Credit,Branch,62.0,Retired,38.0,1.0,4732.57,1
167.47,Debit,ATM,35.0,Engineer,103.0,1.0,2293.13,0
43.65,Credit,Branch,30.0,Engineer,212.0,1.0,2870.67,1
390.77,Debit,Online,44.0,Doctor,34.0,1.0,5500.56,3
508.16,Debit,ATM,39.0,Engineer,131.0,1.0,5609.44,0
332.33,Debit,ATM,27.0,Student,101.0,1.0,192.63,0
362.09,Debit,Branch,32.0,Engineer,31.0,1.0,6590.28,1
42.58,Debit,Online,30.0,Doctor,80.0,1.0,13485.0,3
248.66,Debit,Online,28.0,Engineer,113.0,1.0,2571.39,3
461.25,Credit,Online,54.0,Doctor,171.0,1.0,676.1,3
61.77,Debit,Branch,56.0,Doctor,49.0,1.0,12352.2,1
268.92,Debit,Branch,29.0,Engineer,148.0,1.0,8765.38,1
303.97,Debit,Online,24.0,Student,77.0,5.0,1590.88,2
219.02,Credit,Online,54.0,Engineer,68.0,1.0,7375.73,3
125.14,Debit,Branch,20.0,Student,31.0,1.0,1845.18,1
47.6,Debit,Online,53.0,Engineer,115.0,1.0,1382.51,3
592.82,Debit,Online,74.0,Retired,248.0,1.0,7508.98,3
372.5,Debit,ATM,22.0,Student,211.0,1.0,3901.82,0
4.72,Debit,Branch,32.0,Engineer,20.0,1.0,4792.01,1
144.93,Debit,Branch,42.0,Engineer,74.0,1.0,6887.52,1
316.56,Debit,Online,28.0,Engineer,261.0,1.0,8643.51,3
421.25,Debit,Online,25.0,Student,66.0,1.0,7174.69,3
185.71,Debit,Branch,48.0,Engineer,194.0,1.0,2679.91,1
1432.02,Debit,Branch,60.0,Retired,138.0,1.0,4315.07,1
26.27,Credit,Online,45.0,Engineer,177.0,1.0,8853.93,3
297.03,Debit,Online,61.0,Retired,151.0,1.0,1088.62,3
341.67,Debit,Branch,53.0,Retired,96.0,5.0,1442.29,2
99.52,Debit,ATM,52.0,Engineer,127.0,1.0,3798.09,0
139.69,Debit,Online,52.0,Engineer,180.0,1.0,9567.94,3
112.72,Debit,Branch,31.0,Doctor,17.0,1.0,9630.0,1
568.88,Debit,Branch,19.0,Student,105.0,1.0,1307.86,1
189.03,Debit,ATM,28.0,Student,50.0,1.0,1916.46,0
189.08,Debit,Branch,68.0,Doctor,238.0,1.0,10790.8,1
958.9,Debit,Branch,31.0,Engineer,135.0,1.0,9977.49,1
283.15,Debit,Online,24.0,Student,180.0,1.0,603.79,3
151.82,Debit,ATM,51.0,Retired,105.0,1.0,2197.12,0
438.59,Debit,Online,37.0,Engineer,103.0,1.0,8994.39,3
63.74,Debit,Online,63.0,Retired,31.0,1.0,4336.4,3
501.15,Debit,Branch,47.0,Engineer,208.0,1.0,8821.84,1
917.81,Debit,ATM,64.0,Retired,75.0,2.0,3173.17,0
8.95,Debit,Online,76.0,Retired,102.0,1.0,3299.84,3
173.6,Debit,Online,21.0,Student,160.0,1.0,421.44,3
149.4,Debit,ATM,53.0,Retired,123.0,1.0,1035.22,0
388.21,Credit,Branch,53.0,Doctor,237.0,1.0,9724.49,1
484.3,Credit,Online,61.0,Retired,230.0,3.0,7910.3,2
126.04,Credit,Branch,65.0,Retired,167.0,1.0,6041.69,1
52.04,Credit,Branch,50.0,Doctor,31.0,1.0,8436.12,1
389.7,Credit,Branch,62.0,Doctor,216.0,1.0,7125.15,1
309.77,Credit,Online,67.0,Retired,137.0,1.0,4378.14,3
202.55,Debit,ATM,21.0,Student,34.0,2.0,701.73,0
724.18,Debit,Branch,41.0,Doctor,134.0,1.0,10922.78,1
124.98,Debit,ATM,24.0,Student,78.0,1.0,642.0,0
487.32,Debit,Branch,52.0,Doctor,164.0,1.0,7707.96,1
635.91,Credit,Branch,46.0,Doctor,78.0,1.0,13267.09,1
205.65,Debit,Branch,62.0,Retired,144.0,1.0,3582.16,1
39.41,Debit,Branch,25.0,Student,132.0,1.0,921.91,1
254.0,Debit,Branch,35.0,Doctor,63.0,1.0,5788.53,1
436.8,Debit,Branch,36.0,Engineer,213.0,1.0,4515.43,1
224.73,Debit,Branch,76.0,Retired,63.0,1.0,7551.89,1
752.69,Credit,ATM,65.0,Doctor,115.0,1.0,14489.69,0
78.5,Credit,Branch,31.0,Doctor,41.0,1.0,13991.5,1
50.0,Credit,ATM,53.0,Doctor,87.0,1.0,185.87,0
132.42,Debit,ATM,18.0,Student,164.0,1.0,726.39,0
83.16,Debit,ATM,61.0,Retired,177.0,1.0,3065.87,0
149.02,Credit,Branch,46.0,Engineer,176.0,1.0,9379.72,1
74.27,Credit,Online,59.0,Doctor,148.0,1.0,13696.61,3
876.57,Credit,ATM,62.0,Retired,118.0,1.0,3743.63,0
615.58,Debit,ATM,42.0,Doctor,133.0,1.0,14343.0,0
643.03,Credit,Online,36.0,Engineer,52.0,1.0,2882.16,3
7.95,Debit,ATM,79.0,Retired,65.0,1.0,5631.2,0
270.92,Credit,Branch,77.0,Retired,143.0,1.0,4574.43,1
499.48,Debit,ATM,24.0,Student,133.0,1.0,1242.62,0
841.5,Credit,Branch,25.0,Student,287.0,1.0,352.31,1
138.82,Debit,Online,77.0,Retired,53.0,1.0,3100.22,3
231.46,Credit,Branch,60.0,Engineer,83.0,1.0,4707.24,1
292.08,Debit,ATM,72.0,Retired,32.0,1.0,7950.48,0
63.98,Debit,Online,54.0,Doctor,258.0,1.0,7954.12,3
235.21,Debit,Branch,67.0,Doctor,74.0,1.0,5946.61,1
201.73,Debit,Online,57.0,Engineer,78.0,1.0,6650.71,3
161.31,Debit,ATM,28.0,Student,13.0,1.0,1268.67,0
18.41,Debit,Branch,53.0,Doctor,168.0,1.0,8287.54,1
471.75,Credit,Branch,34.0,Doctor,41.0,1.0,12948.5,1
290.02,Debit,Branch,55.0,Engineer,246.0,1.0,4746.71,1
48.05,Debit,Branch,27.0,Engineer,38.0,1.0,5334.97,1
359.42,Debit,Branch,55.0,Doctor,30.0,1.0,1765.45,1
32.91,Debit,Online,19.0,Student,255.0,1.0,427.3,3
31.81,Debit,Online,51.0,Retired,149.0,1.0,1406.6,3
220.2,Debit,Online,28.0,Student,102.0,1.0,1075.15,3
476.03,Credit,Branch,77.0,Retired,99.0,1.0,5958.34,1
141.91,Debit,Branch,23.0,Student,49.0,1.0,791.97,1
95.83,Debit,Online,27.0,Student,91.0,1.0,1726.4,3
51.15,Credit,Branch,46.0,Engineer,199.0,1.0,8992.25,1
50.75,Debit,ATM,62.0,Doctor,185.0,1.0,8271.47,0
185.07,Debit,Branch,22.0,Student,159.0,1.0,636.42,1
293.54,Debit,Online,40.0,Engineer,45.0,1.0,2290.1,3
285.26,Debit,ATM,28.0,Student,93.0,1.0,167.72,0
129.48,Debit,ATM,31.0,Engineer,179.0,1.0,7581.7,0
743.03,Debit,ATM,50.0,Engineer,174.0,1.0,4111.38,0
297.86,Credit,ATM,28.0,Student,96.0,1.0,1680.14,0
231.92,Debit,ATM,66.0,Doctor,12.0,1.0,5715.08,0
295.82,Credit,Branch,47.0,Engineer,46.0,1.0,5897.73,1
81.08,Debit,ATM,58.0,Engineer,56.0,1.0,7788.91,0
775.6,Credit,Branch,79.0,Retired,158.0,1.0,3898.64,1
211.91,Debit,Online,20.0,Student,181.0,1.0,927.47,3
17.21,Debit,Online,23.0,Student,219.0,1.0,914.16,3
124.22,Debit,ATM,23.0,Student,172.0,1.0,9695.04,0
38.37,Debit,ATM,63.0,Doctor,135.0,1.0,8647.04,0
269.79,Debit,ATM,52.0,Engineer,17.0,1.0,1292.1,0
605.42,Debit,ATM,21.0,Student,33.0,1.0,392.34,0
29.19,Credit,Branch,58.0,Doctor,41.0,1.0,12059.85,1
701.7,Credit,Online,61.0,Retired,64.0,1.0,6643.24,3
862.34,Debit,Branch,57.0,Doctor,72.0,1.0,9903.48,1
36.97,Debit,Branch,41.0,Engineer,79.0,1.0,2850.92,1
137.59,Debit,ATM,30.0,Doctor,95.0,1.0,10679.67,0
168.11,Credit,Online,51.0,Doctor,12.0,1.0,10652.13,3
430.98,Debit,Branch,24.0,Student,93.0,1.0,569.25,1
13.87,Debit,Branch,24.0,Student,20.0,1.0,954.83,1
175.07,Debit,Online,28.0,Engineer,169.0,2.0,9274.64,3
302.82,Debit,ATM,36.0,Engineer,175.0,1.0,9384.54,0
1647.74,Debit,ATM,67.0,Retired,52.0,1.0,1483.84,0
406.81,Debit,Online,66.0,Retired,84.0,1.0,1968.36,3
256.3,Debit,Online,53.0,Retired,172.0,1.0,4203.05,3
80.96,Credit,Online,19.0,Student,97.0,1.0,959.94,3
95.78,Debit,Online,22.0,Student,27.0,1.0,271.64,3
379.54,Credit,Branch,41.0,Doctor,118.0,1.0,12571.76,1
903.19,Debit,Online,22.0,Student,65.0,1.0,8627.08,3
142.19,Debit,Branch,18.0,Student,27.0,4.0,524.46,2
847.45,Debit,Branch,28.0,Student,175.0,1.0,422.32,1
295.18,Credit,Branch,66.0,Doctor,31.0,1.0,12961.53,1
18.46,Debit,Branch,68.0,Retired,213.0,1.0,6381.6,1
603.23,Debit,Branch,28.0,Student,48.0,1.0,117.98,1
54.5,Credit,Branch,57.0,Retired,147.0,1.0,1715.22,1
414.77,Debit,Online,29.0,Doctor,274.0,1.0,5599.81,3
886.19,Debit,Branch,61.0,Retired,69.0,1.0,7904.24,1
440.03,Debit,Online,49.0,Engineer,88.0,1.0,1490.44,3
76.39,Debit,Branch,18.0,Student,219.0,1.0,5976.0,1
595.91,Credit,ATM,19.0,Student,162.0,1.0,1673.76,0
6.03,Debit,Branch,76.0,Retired,70.0,1.0,3290.72,1
249.34,Debit,ATM,26.0,Engineer,197.0,1.0,3030.97,0
421.52,Debit,Branch,20.0,Student,67.0,1.0,369.86,1
189.77,Debit,Branch,58.0,Engineer,24.0,1.0,6570.36,1
73.19,Debit,Branch,76.0,Retired,213.0,1.0,2264.98,1
188.13,Credit,Online,75.0,Retired,198.0,1.0,5029.87,3
30.52,Debit,Branch,62.0,Doctor,122.0,1.0,12327.74,1
1235.69,Credit,Branch,20.0,Student,118.0,1.0,420.25,1
1159.39,Debit,Online,41.0,Doctor,150.0,1.0,6499.53,3
170.24,Debit,Branch,62.0,Retired,133.0,1.0,5172.99,1
56.62,Debit,Branch,54.0,Doctor,121.0,1.0,8981.1,1
53.14,Debit,ATM,34.0,Doctor,70.0,1.0,7915.0,0
587.23,Debit,Online,27.0,Student,144.0,1.0,500.84,3
21.27,Credit,Online,62.0,Retired,114.0,1.0,7392.79,3
1397.59,Credit,ATM,26.0,Student,144.0,1.0,1134.79,0
76.02,Credit,Online,34.0,Doctor,189.0,1.0,14765.41,3
155.51,Debit,ATM,68.0,Doctor,15.0,1.0,5360.19,0
135.15,Debit,Online,72.0,Retired,50.0,1.0,5878.14,3
39.48,Debit,ATM,56.0,Retired,38.0,1.0,5889.51,0
451.68,Debit,Online,33.0,Engineer,15.0,1.0,4381.54,3
355.0,Credit,Online,26.0,Student,33.0,1.0,185.47,3
427.69,Debit,ATM,43.0,Engineer,236.0,1.0,2443.54,0
254.86,Debit,Branch,23.0,Student,102.0,1.0,699.9,1
19.48,Debit,ATM,27.0,Engineer,114.0,1.0,4739.59,0
190.17,Debit,ATM,49.0,Doctor,265.0,1.0,12893.85,0
206.63,Credit,Online,59.0,Retired,128.0,1.0,7626.53,3
93.22,Debit,Online,52.0,Retired,52.0,1.0,1014.63,3
547.98,Debit,ATM,28.0,Student,171.0,1.0,1358.54,0
641.06,Debit,ATM,23.0,Student,25.0,1.0,1602.13,0
314.55,Credit,Branch,27.0,Student,19.0,2.0,1105.89,1
836.45,Debit,Online,61.0,Retired,63.0,1.0,1731.89,3
1095.09,Debit,ATM,29.0,Engineer,52.0,1.0,8692.47,0
189.45,Credit,Branch,53.0,Doctor,62.0,1.0,12578.75,1
91.84,Credit,Branch,67.0,Retired,80.0,1.0,1712.41,1
609.52,Debit,ATM,78.0,Retired,169.0,1.0,3485.03,0
859.3,Credit,Branch,78.0,Retired,68.0,1.0,1146.78,1
100.01,Debit,ATM,50.0,Doctor,63.0,1.0,6393.12,0
28.78,Credit,Online,40.0,Doctor,51.0,1.0,680.55,3
111.08,Debit,Online,70.0,Doctor,83.0,1.0,7037.34,3
470.96,Credit,Online,69.0,Doctor,124.0,2.0,12991.03,3
52.23,Credit,Branch,28.0,Student,96.0,1.0,105.01,1
78.62,Debit,Branch,32.0,Doctor,52.0,1.0,1360.85,1
